325644,446,7:10:118:138:386:800:1710:1978:2335:2650:3131:3499:3544:3682:4269:4317:4565:4651:4827:5275:5657:6286:7667:8212:8267:8817:8903:9151:9188:9243:9485:9521:9756:9990
992926,49,88:462:510:596:597:614:627:820:829:915:957:1016:1400:1517:2030:2040:2606:2622:2746:3691:3703:3900:4264:4428:4535:4539:5862:5917:6018:6052:6070:6244:6433:7015:7233:8170:8335:8350:8422:8824:9002
961843,172,43:53:64:118:122:126:263:437:446:575:640:741:757:761:820:1012:1321:1540:1625:1817:1912:2191:2223:2330:2431:2499:2509:2570:2606:2774:2790:3107:3229:3713:3736:3742:3796:3819:3993:4119:4162:4189:4256:4264:4321:4378:4459:4485:4499:4531:4642:4796:4822:4930:5055:5120:5123:5139:5231:5244:5597:5698:5901:5990:6114:6443:6540:6702:6709:6718:6755:6824:6863:7208:7235:7258:7272:7365:7505:7642:7830:8029:8301:8335:8361:8520:8671:8701:8870:8955:9003:9048:9123:9382:9399:9580:9590:9628:9668:9793
812577,32,19:52:66:75:92:168:243:264:313:396:475:482:507:1683:1724:1911:2178:2626:2733:2914:3187:3419:3433:3477:3650:3677:3907:3963:3992:4049:4151:4388:4520:4977:4994:5178:5276:5370:6301:6658:6666:6951:7097:7207:7355:7783:7869:7906:8122:8139:8410:8452:8534:8643:8937:8956:9172:9251:9392:9457:9568:9784:9873
135870,371,3506:4264:5231:6388:7075:9167
1517260,237,6408
1042639,33,120:291:331:372:398:458:937:1005:1283:1313:1338:1407:1573:1673:2193:2631:2857:2974:3377:3630:3716:3798:3829:3872:4227:4411:4501:4704:4741:4913:4952:5237:5315:5428:5530:5555:5919:6110:6403:6404:6451:6463:7069:7597:7775:7779:8023:8290:8591:8714:8748:8864:9033:9385
468453,52,20:142:164:174:299:353:402:492:495:579:615:742:1032:1125:1270:1586:1989:2196:2462:2641:2861:3407:3448:3656:3808:4026:4197:4235:4251:4445:4564:4697:5319:5353:5406:5566:5648:6168:6187:6889:7184:7320:7667:7708:7892:8083:8230:8242:8407:8911:9464:9485:9564:9724:9830:9866
1270152,91,56:86:118:223:256:338:493:504:519:578:602:820:846:1124:1348:1397:1405:1646:1670:1709:1720:2016:2126:2134:2156:2283:2606:2848:2951:3066:3095:3681:3790:3901:4025:4051:4106:4467:4567:4891:4929:5086:5231:5257:5510:5862:5917:5939:6090:6188:6222:6232:6308:6345:6459:7210:7387:7533:7574:7699:7837:7940:7965:8030:8099:8335:8367:8500:8731:9236:9252:9505:9604:9702
1038782,197,145:223:338:453:493:695:790:820:1293:1308:1318:1404:1633:1976:2008:2022:2606:2984:3066:3074:3361:4264:4759:5135:5231:5282:5862:5991:6054:6222:6223:6827:6991:7080:7210:7599:7810:7897:8335:8651:9097:9236:9403:9519:9701:9702:9917:9953
602342,6,27:47:105:156:171:202:209:224:237:245:265:315:339:365:421:425:435:470:536:561:568:570:582:595:620:632:786:787:795:820:892:1049:1117:1145:1171:1173:1262:1272:1364:1425:1430:1454:1554:1767:1798:1812:1846:1853:1918:2091:2140:2161:2184:2232:2291:2371:2427:2446:2581:2596:2606:2622:2679:2699:2781:2796:2840:2864:2866:2924:2933:3227:3370:3390:3537:3570:3657:3661:3664:3741:3746:3801:3804:3873:3889:4031:4077:4078:4121:4143:4264:4277:4316:4542:4566:4602:4604:4609:4670:4677:4829:4841:4895:4934:4938:5051:5063:5077:5080:5092:5208:5212:5230:5231:5232:5299:5355:5438:5584:5616:5671:5718:5727:5737:5817:5852:5862:6092:6121:6142:6204:6222:6224:6243:6400:6426:6486:6589:6710:6721:6751:6795:6840:6866:6908:6917:7020:7050:7062:7067:7178:7187:7199:7210:7249:7326:7393:7413:7453:7491:7499:7540:7546:7805:7834:7893:7921:7979:8046:8231:8268:8335:8451:8463:8492:8495:8592:8605:8704:8772:8842:8855:8858:9116:9236:9242:9485:9562:9571:9579:9787:9816:9832:9877:9924:9965:9984
1575910,262,254:261:346:363:531:634:1087:1691:1841:2084:2180:2284:2939:3426:3554:3985:4012:4095:4244:4741:4862:4915:5035:5315:5530:6183:6312:6473:6604:7341:7423:8144:8256:8270:9126:9385:9530:9536:9774:9801:9852:9898
933347,84,79:113:115:178:278:537:569:573:783:1536:1827:1880:1978:2075:2335:2644:3090:3131:3242:3255:3261:3498:3538:3572:3728:3916:4076:4565:4710:4820:5193:5469:5655:6129:6401:6536:6820:6905:7457:7682:8472:8760:8813:8834:8903:8999:9005:9189:9549:9576
2007931,360,11:15:32:46:58:87:116:136:141:165:186:215:241:278:308:457:480:520:717:820:826:832:843:851:904:954:963:966:1073:1166:1314:1347:1369:1423:1501:1525:1577:1647:1669:1708:1738:1751:1862:1880:2009:2137:2172:2224:2285:2381:2595:2613:2761:2907:2913:2929:2970:3096:3184:3343:3631:3881:4029:4061:4072:4073:4085:4174:4264:4265:4285:4302:4438:4453:4541:4863:4928:5108:5115:5233:5238:5374:5422:5437:5490:5501:5575:5601:5622:5638:5670:5681:5810:5911:6004:6334:6338:6734:6743:6880:6994:7132:7157:7240:7299:7385:7390:7477:7527:7568:7602:7677:7682:7845:7868:8032:8111:8285:8479:8817:8946:9119:9163:9307:9339:9414:9483:9704:9811:9844:9966:9993
1583269,410,210:278:299:378:394:433:490:553:655:827:870:947:956:1004:1006:1546:1630:1661:1732:1762:1788:1819:1834:1895:2093:2606:2700:2752:2820:3090:3158:3188:3405:4288:4444:4565:4715:4777:5128:5140:5236:5570:5659:5846:5957:6180:6324:6331:6386:7155:7170:7246:7339:7340:7383:7786:7902:8232:8479:8537:8590:8817:8837:8903:9072:9655
104359,155,118:282:284:351:431:432:1129:1158:1206:1859:2270:2391:2838:2873:3084:3090:3261:3486:3981:4103:5030:5307:5311:5652:6536:6701:6857:7667:7682:7815:8203:8580:8685:8865:8878:9037:9996
824678,151,1132:2727:3296:4157:4163:5530:5823:6432:6576:6907:7230:7530:8207:9284:9962
690135,88,8:104:200:216:278:301:350:355:359:376:389:407:461:608:716:797:849:913:1061:1248:1359:1363:1391:1450:1544:1545:1579:1747:1805:2005:2010:2255:2408:2460:2503:2598:2651:2660:2666:2723:2788:2991:3180:3195:3317:3482:3524:3595:3856:3860:3863:3880:4038:4231:4353:4361:4380:4382:4733:4734:4736:4750:4779:4835:4843:5200:5231:5251:5270:5294:5473:5482:5495:5695:5724:5763:5786:5908:5921:5943:5999:6080:6186:6297:6348:6488:6619:6938:7086:7137:7308:7450:7478:7488:7515:7730:7841:8128:8227:8489:8494:8758:8788:8866:8975:9141:9178:9270:9325:9400:9411:9543:9555:9586:9743:9779:9790:9994
409250,69,28:55:424:1061:3607:4264:4672:4851:5231:5915:6185:6669:7226:7682:8489:8758:8817:8918:9073
1196644,480,118:246:278:295:380:383:478:513:569:1692:1794:1890:2391:2522:2872:2910:2952:2958:3121:3261:3498:3759:4178:4194:4305:4414:4713:5197:5259:6536:6820:7194:7312:7417:7476:7512:7667:7682:8760:8837:9151:9180:9442:9928
1493103,84,79:113:115:178:278:537:569:573:783:1536:1827:1880:1978:2075:2335:2644:3090:3131:3242:3255:3261:3498:3538:3572:3728:3916:4076:4565:4710:4820:5193:5469:5655:6129:6401:6536:6820:6905:7457:7682:8472:8760:8813:8834:8903:8999:9005:9189:9549:9576
1659324,88,8:104:200:216:278:301:350:355:359:376:389:407:461:608:716:797:849:913:1061:1248:1359:1363:1391:1450:1544:1545:1579:1747:1805:2005:2010:2255:2408:2460:2503:2598:2651:2660:2666:2723:2788:2991:3180:3195:3317:3482:3524:3595:3856:3860:3863:3880:4038:4231:4353:4361:4380:4382:4733:4734:4736:4750:4779:4835:4843:5200:5231:5251:5270:5294:5473:5482:5495:5695:5724:5763:5786:5908:5921:5943:5999:6080:6186:6297:6348:6488:6619:6938:7086:7137:7308:7450:7478:7488:7515:7730:7841:8128:8227:8489:8494:8758:8788:8866:8975:9141:9178:9270:9325:9400:9411:9543:9555:9586:9743:9779:9790:9994
1881958,451,2606:4565:7638
192389,129,118:468:548:562:569:820:1514:1636:2391:2401:2409:3026:3090:3131:3261:3682:3961:4264:4373:6350:6536:7100:7426:7667:8472:8817:9092:9189:9262
1908896,75,42:45:323:352:381:681:824:930:1433:1561:2227:2703:2967:3717:3948:4731:5137:5644:6583:6594:6740:7079:7204:7849:8258:8390:8670:9667
1592717,404,26:93:132:142:194:199:278:356:401:410:429:615:639:908:1010:1684:1878:2757:3124:3197:3294:3980:4059:4630:4647:4757:5000:5169:5362:5398:5571:6152:6169:6542:6547:6588:6706:7440:7606:7682:8087:8146:9069:9582:9679
1514729,82,34:41:184:240:244:278:321:326:480:635:731:799:891:1135:1183:1285:2322:2355:2492:2648:3315:3384:3418:3536:3606:3658:3757:4010:4014:4039:4062:4207:4298:4334:4497:4565:4769:5034:5210:5314:5351:5736:5841:5845:5884:5898:6072:6534:6754:6896:7350:7377:7679:7768:7852:7883:7963:7998:8300:8498:8817:8851:8879:9137:9279:9398:9884
1110934,52,20:142:164:174:299:353:402:492:495:579:615:742:1032:1125:1270:1586:1989:2196:2462:2641:2861:3407:3448:3656:3808:4026:4197:4235:4251:4445:4564:4697:5319:5353:5406:5566:5648:6168:6187:6889:7184:7320:7667:7708:7892:8083:8230:8242:8407:8911:9464:9485:9564:9724:9830:9866
239173,155,118:282:284:351:431:432:1129:1158:1206:1859:2270:2391:2838:2873:3084:3090:3261:3486:3981:4103:5030:5307:5311:5652:6536:6701:6857:7667:7682:7815:8203:8580:8685:8865:8878:9037:9996
1265651,159,220:349:808:1094:1921:2136:2673:2747:2779:2912:2976:4161:4284:4362:4565:4739:5345:5551:5586:5623:6401:6477:6531:6556:6735:6748:7646:7682:8021:8210:8817:8959:9509:9538:9760:9823:9978
471052,346,25:112:118:278:364:436:493:820:1919:2306:3013:3035:3066:3657:4033:4056:4264:4833:5086:5088:6222:6345:6648:7493:7533:7539:8241:8248:8335:8437:9326:9604
657384,308,178:230:292:368:371:424:473:521:551:1020:1296:1880:2062:2579:3461:3748:3818:4382:5231:5392:5482:6611:7755:8421:8489:8758:8837:9485:9650:9929
1410576,183,55:1061:2684:3373:4382:4898:5231:5294:5482:7755:8817:9892
893367,360,11:15:32:46:58:87:116:136:141:165:186:215:241:278:308:457:480:520:717:820:826:832:843:851:904:954:963:966:1073:1166:1314:1347:1369:1423:1501:1525:1577:1647:1669:1708:1738:1751:1862:1880:2009:2137:2172:2224:2285:2381:2595:2613:2761:2907:2913:2929:2970:3096:3184:3343:3631:3881:4029:4061:4072:4073:4085:4174:4264:4265:4285:4302:4438:4453:4541:4863:4928:5108:5115:5233:5238:5374:5422:5437:5490:5501:5575:5601:5622:5638:5670:5681:5810:5911:6004:6334:6338:6734:6743:6880:6994:7132:7157:7240:7299:7385:7390:7477:7527:7568:7602:7677:7682:7845:7868:8032:8111:8285:8479:8817:8946:9119:9163:9307:9339:9414:9483:9704:9811:9844:9966:9993
534281,262,254:261:346:363:531:634:1087:1691:1841:2084:2180:2284:2939:3426:3554:3985:4012:4095:4244:4741:4862:4915:5035:5315:5530:6183:6312:6473:6604:7341:7423:8144:8256:8270:9126:9385:9530:9536:9774:9801:9852:9898
631305,19,4565:5231:9167
830741,322,67:130:192:253:278:302:340:373:459:680:820:888:1015:1231:1305:1601:1887:1978:2034:2064:2541:2611:2673:2965:2985:3113:3688:4536:4547:4565:5207:5345:5360:5682:5692:6568:6571:6590:6933:7424:7814:7923:7982:8249:8347:8698:8815:8817:8989:9231:9548:9750
816009,11,118:177:213:267:676:940:1518:1667:3294:3772:4049:4335:4388:4871:5049:5239:5364:6032:7442:8405:8817:9974
1522074,16,5283:8817:9803
1164362,308,178:230:292:368:371:424:473:521:551:1020:1296:1880:2062:2579:3461:3748:3818:4382:5231:5392:5482:6611:7755:8421:8489:8758:8837:9485:9650:9929
471076,481,294:404:629:958:1064:1765:2004:2100:2463:2921:3290:4407:4725:5058:5791:6427:6609:7294:7366:7392:7495:8468:8668:8817:9228:9229:9837
454562,91,56:86:118:223:256:338:493:504:519:578:602:820:846:1124:1348:1397:1405:1646:1670:1709:1720:2016:2126:2134:2156:2283:2606:2848:2951:3066:3095:3681:3790:3901:4025:4051:4106:4467:4567:4891:4929:5086:5231:5257:5510:5862:5917:5939:6090:6188:6222:6232:6308:6345:6459:7210:7387:7533:7574:7699:7837:7940:7965:8030:8099:8335:8367:8500:8731:9236:9252:9505:9604:9702
1665434,115,76:140:611:615:1261:1567:1608:2035:2265:2326:2338:2546:2617:3431:3462:3600:4223:4413:4458:4649:4650:5082:5326:5434:5606:5702:6267:6318:6321:6739:7232:7321:8750:9285:9352:9510:9682
328846,308,178:230:292:368:371:424:473:521:551:1020:1296:1880:2062:2579:3461:3748:3818:4382:5231:5392:5482:6611:7755:8421:8489:8758:8837:9485:9650:9929
755832,371,3506:4264:5231:6388:7075:9167
73580,451,2606:4565:7638
439507,410,210:278:299:378:394:433:490:553:655:827:870:947:956:1004:1006:1546:1630:1661:1732:1762:1788:1819:1834:1895:2093:2606:2700:2752:2820:3090:3158:3188:3405:4288:4444:4565:4715:4777:5128:5140:5236:5570:5659:5846:5957:6180:6324:6331:6386:7155:7170:7246:7339:7340:7383:7786:7902:8232:8479:8537:8590:8817:8837:8903:9072:9655
1573895,346,25:112:118:278:364:436:493:820:1919:2306:3013:3035:3066:3657:4033:4056:4264:4833:5086:5088:6222:6345:6648:7493:7533:7539:8241:8248:8335:8437:9326:9604
1848502,322,67:130:192:253:278:302:340:373:459:680:820:888:1015:1231:1305:1601:1887:1978:2034:2064:2541:2611:2673:2965:2985:3113:3688:4536:4547:4565:5207:5345:5360:5682:5692:6568:6571:6590:6933:7424:7814:7923:7982:8249:8347:8698:8815:8817:8989:9231:9548:9750
1732379,132,3:118:195:273:423:448:560:618:1014:1187:1204:1988:2060:2132:2174:2449:2606:2729:2792:3646:3997:4007:4068:4147:4314:4450:4565:5138:5444:5460:5496:5525:5579:6613:6624:6655:6756:7200:7376:7876:7926:8096:8374:8396:8590:9027:9165:9247:9839:9859:9920
28192,461,70:118:131:167:170:204:228:242:278:281:403:418:456:464:514:538:571:588:601:604:642:784:820:924:1067:1432:1725:1764:1873:2067:2156:2218:2802:2828:2919:2980:3114:3130:3285:3624:3638:3687:3826:3868:3988:4142:4219:4358:4432:4483:4509:4565:4575:4601:4919:4975:5105:5194:5195:5231:5389:5427:5552:5553:6036:6335:6372:6469:6582:6762:6954:7117:7260:7467:7934:7971:8079:8341:8433:8455:8619:8683:8694:8960:9162:9169:9316:9718:9782:9834:9921
864578,103,4565
1419169,188,123:147:178:278:330:334:393:468:569:573:735:854:931:1514:1539:2041:2340:2982:3026:3261:3498:4110:4264:4342:4460:4565:5040:5231:5357:6178:6521:6536:6935:7194:7312:7422:7667:7682:7689:8399:8760:8837:8903:9052:9724
625366,31,2339:2594:2726:3384:5034:6800:7895:8107:8817:9429:9804
198940,333,559:635:646:801:1756:1845:1948:2361:2580:2606:2808:3890:4303:5467:5554:5841:6645:6870:7026:7175:7509:7922:8060:8189:8321:8563:8817:8830:8879:9766:9901:9999
1333784,192,218:292:314:424:476:997:1471:3934:4629:5908:6831:6860:7386:7577:7633:7755:7977:8150:8489:8711:8758:9068:9148:9664:9672
1393214,474,118:175:494:554:566:576:882:950:951:1029:1535:2501:2758:2775:2818:3207:3253:3277:3408:3700:3702:3799:5163:5582:5629:5966:6117:7279
854216,215,118:767:1668:1675:2530:3093:3614:4366:4870:5769:5848:6085:6315:6485:8762:9426
476829,209,118:430:563:2391:3261:3621:4651
784408,76,78:150:166:477:1079:1503:2688:3008:3194:3729:3782:3959:4074:4226:4402:4982:5290:5530:5673:5853:5930:6757:6821:6956:6965:7068:7222:7682:8026:8044:8696:9216:9497:9516:9774
1133007,2,500:1556:2606:4233:5805:8340:8733:8869
1037875,272,38:48:116:136:182:234:278:283:312:324:409:415:485:598:661:696:820:1053:1466:1485:1694:1862:2001:2032:2179:2188:2276:2595:2606:2694:2756:2760:2891:2904:2905:2929:2935:2994:3040:3134:3173:3230:3232:3409:3440:3631:3740:3844:3906:3926:4101:4225:4264:4338:4345:4356:4368:4476:4596:4679:4937:5026:5108:5261:5279:5327:5387:5487:5969:6245:6251:6639:6774:6802:6880:6898:6950:6985:6994:7055:7282:7290:7508:7517:7593:7626:7682:7691:7732:8454:8556:8575:8634:8673:8693:8721:8735:8828:8841:8853:8909:8948:9006:9070:9080:9119:9144:9293:9348:9472:9490:9638:9663:9844
586082,62,118:275:1026:2606:2831:3070:4309:4697:7183:7336:8299:9633
1716862,124,1119:1671:1735:2006:2968:3191:4534:5126:5720:5809:6248:6732:6994:7631:7680:8303:8528:8552:8817:9131:9383:9458:9989
1246145,78,30:101:191:820:2160:2389:2606:3066:4264:5190:5862:6291:6345:7560:7897:8335:8364:8437:8558:9317:9702:9825
822754,371,3506:4264:5231:6388:7075:9167
539795,78,30:101:191:820:2160:2389:2606:3066:4264:5190:5862:6291:6345:7560:7897:8335:8364:8437:8558:9317:9702:9825
1481895,88,8:104:200:216:278:301:350:355:359:376:389:407:461:608:716:797:849:913:1061:1248:1359:1363:1391:1450:1544:1545:1579:1747:1805:2005:2010:2255:2408:2460:2503:2598:2651:2660:2666:2723:2788:2991:3180:3195:3317:3482:3524:3595:3856:3860:3863:3880:4038:4231:4353:4361:4380:4382:4733:4734:4736:4750:4779:4835:4843:5200:5231:5251:5270:5294:5473:5482:5495:5695:5724:5763:5786:5908:5921:5943:5999:6080:6186:6297:6348:6488:6619:6938:7086:7137:7308:7450:7478:7488:7515:7730:7841:8128:8227:8489:8494:8758:8788:8866:8975:9141:9178:9270:9325:9400:9411:9543:9555:9586:9743:9779:9790:9994
1474719,216,24:68:111:139:148:176:233:250:272:354:367:397:460:689:715:762:976:1292:1629:1640:1789:1874:2112:2477:2649:2845:2926:3177:3216:3258:3294:3760:4027:4166:4290:4741:4846:5094:5466:5520:5530:5548:5651:5914:5974:6026:6041:6172:6209:6290:6654:6723:6922:7201:7545:8005:8008:8145:8184:8286:8307:8312:8460:8535:9062:9067:9103:9193:9418:9624:9649:9899
542273,308,178:230:292:368:371:424:473:521:551:1020:1296:1880:2062:2579:3461:3748:3818:4382:5231:5392:5482:6611:7755:8421:8489:8758:8837:9485:9650:9929
1469144,340,16:118:181:229:289:405:427:465:525:526:571:636:692:738:760:820:941:1099:1180:1242:1460:1618:1657:1855:1910:1979:2169:2217:2545:3031:3316:3335:3436:3540:3809:3911:3958:4238:4570:4799:4810:4828:5381:5443:5448:5602:5935:6353:6600:6602:6786:7542:7954:7971:8487:8756:8861:8982:9011:9215:9225:9282:9433:9598:9625
703705,82,34:41:184:240:244:278:321:326:480:635:731:799:891:1135:1183:1285:2322:2355:2492:2648:3315:3384:3418:3536:3606:3658:3757:4010:4014:4039:4062:4207:4298:4334:4497:4565:4769:5034:5210:5314:5351:5736:5841:5845:5884:5898:6072:6534:6754:6896:7350:7377:7679:7768:7852:7883:7963:7998:8300:8498:8817:8851:8879:9137:9279:9398:9884
160709,84,79:113:115:178:278:537:569:573:783:1536:1827:1880:1978:2075:2335:2644:3090:3131:3242:3255:3261:3498:3538:3572:3728:3916:4076:4565:4710:4820:5193:5469:5655:6129:6401:6536:6820:6905:7457:7682:8472:8760:8813:8834:8903:8999:9005:9189:9549:9576
1231102,146,65:118:219:338:540:820:1521:2156:2202:2466:2622:4355:5231:5303:5722:5862:6054:6223:6345:6844:7421:7965:8226:8335:8470:8479:8809:9079:9236:9317:9640:9702:9900
1643922,301,118:300:1875:2195:2532:6412:8038:8888:9017:9882
391181,132,3:118:195:273:423:448:560:618:1014:1187:1204:1988:2060:2132:2174:2449:2606:2729:2792:3646:3997:4007:4068:4147:4314:4450:4565:5138:5444:5460:5496:5525:5579:6613:6624:6655:6756:7200:7376:7876:7926:8096:8374:8396:8590:9027:9165:9247:9839:9859:9920
1525847,44,118:207:569:1136:1757:2215:2391:2829:3045:3131:3217:3261:3621:4017:4203:4398:4838:5378:5429:6095:6487:6741:6856:7221:7367:7682:7709:7815:8085:8413:8585:8606:9243:9603
1471541,6,27:47:105:156:171:202:209:224:237:245:265:315:339:365:421:425:435:470:536:561:568:570:582:595:620:632:786:787:795:820:892:1049:1117:1145:1171:1173:1262:1272:1364:1425:1430:1454:1554:1767:1798:1812:1846:1853:1918:2091:2140:2161:2184:2232:2291:2371:2427:2446:2581:2596:2606:2622:2679:2699:2781:2796:2840:2864:2866:2924:2933:3227:3370:3390:3537:3570:3657:3661:3664:3741:3746:3801:3804:3873:3889:4031:4077:4078:4121:4143:4264:4277:4316:4542:4566:4602:4604:4609:4670:4677:4829:4841:4895:4934:4938:5051:5063:5077:5080:5092:5208:5212:5230:5231:5232:5299:5355:5438:5584:5616:5671:5718:5727:5737:5817:5852:5862:6092:6121:6142:6204:6222:6224:6243:6400:6426:6486:6589:6710:6721:6751:6795:6840:6866:6908:6917:7020:7050:7062:7067:7178:7187:7199:7210:7249:7326:7393:7413:7453:7491:7499:7540:7546:7805:7834:7893:7921:7979:8046:8231:8268:8335:8451:8463:8492:8495:8592:8605:8704:8772:8842:8855:8858:9116:9236:9242:9485:9562:9571:9579:9787:9816:9832:9877:9924:9965:9984
350495,17,28:59:109:178:180:214:249:278:314:424:473:551:856:873:1061:1498:1550:1804:1942:2150:2311:2379:2561:2663:3052:3853:3947:4117:4139:4243:4264:4756:4816:5231:5243:5837:5915:6575:6640:7211:7252:7352:7398:7755:7757:7950:8217:8271:8397:8489:8758:8817:9198:9201:9207:9512:9557:9840:9931:9960
1820607,88,8:104:200:216:278:301:350:355:359:376:389:407:461:608:716:797:849:913:1061:1248:1359:1363:1391:1450:1544:1545:1579:1747:1805:2005:2010:2255:2408:2460:2503:2598:2651:2660:2666:2723:2788:2991:3180:3195:3317:3482:3524:3595:3856:3860:3863:3880:4038:4231:4353:4361:4380:4382:4733:4734:4736:4750:4779:4835:4843:5200:5231:5251:5270:5294:5473:5482:5495:5695:5724:5763:5786:5908:5921:5943:5999:6080:6186:6297:6348:6488:6619:6938:7086:7137:7308:7450:7478:7488:7515:7730:7841:8128:8227:8489:8494:8758:8788:8866:8975:9141:9178:9270:9325:9400:9411:9543:9555:9586:9743:9779:9790:9994
1217595,8,290:317:564:621:626:1371:1744:1966:3723:3903:4081:4580:4614:4992:6421:7328:8817:8987:9660:9968
709686,81,89:593:621:755:2606:3375:8336:9261:9968:9980
1309476,60,118:318:338:382:709:728:820:905:925:977:1383:1575:1603:1654:1763:1771:2110:2205:2524:2553:2560:2606:2834:2839:2883:2999:3179:3186:3532:3983:4144:4264:4349:4567:4581:4727:4988:5050:5134:5231:5246:5477:5592:5615:5862:6077:6212:6246:6293:6345:6349:6410:6570:6844:7148:7274:7303:7404:7682:7864:8224:8288:8335:8437:8447:8479:8522:8765:8945:9317:9335:9802:9947
899588,138,37:138:221:337:413:854:1059:1570:1594:1605:2053:3071:3261:4386:4559:4944:4972:5253:5714:5803:6249:6390:6536:6704:6796:6808:7667:7718:7916:8254:8275:8898:9522:9592
819453,132,3:118:195:273:423:448:560:618:1014:1187:1204:1988:2060:2132:2174:2449:2606:2729:2792:3646:3997:4007:4068:4147:4314:4450:4565:5138:5444:5460:5496:5525:5579:6613:6624:6655:6756:7200:7376:7876:7926:8096:8374:8396:8590:9027:9165:9247:9839:9859:9920
318936,125,118:408:493:518:527:820:850:1284:1479:1528:2206:2323:2437:2455:2514:2606:2960:3313:3726:3983:4199:4264:4391:4598:4903:5143:5174:5526:5559:5750:5862:5917:5961:7127:7315:7522:8073:8099:8263:8335:8437:8513:8716:8921
538375,192,218:292:314:424:476:997:1471:3934:4629:5908:6831:6860:7386:7577:7633:7755:7977:8150:8489:8711:8758:9068:9148:9664:9672
191881,337,118:387:391:625:820:1040:1220:1226:1773:2125:2353:2943:3169:3201:3204:3412:3583:4208:4264:4289:4723:4758:4796:4879:5231:5497:5535:5735:5830:6476:6563:6966:6979:7118:7130:7585:7619:7830:7874:7970:8095:8331:8437:8582:8823:8928:9044:9192:9205:9759
311974,470,424:1373:1685:1951:2070:2246:2609:3595:3770:4773:5739:6216:6617:7425:7755:8155:8489:9616
1515774,332,491:820:2606:3066:4264:5017:6580:7544:8659
